186,32,72
213,62,78
230,88,72
244,114,69
249,149,85
253,180,102
253,208,125
254,230,149
254,247,177
248,252,181
234,246,159
211,237,155
179,224,162
145,210,164
107,196,164
79,168,175
51,137,188
71,108,175
71,108,175
51,137,188
79,168,175
107,196,164
145,210,164
179,224,162
211,237,155
234,246,159
248,252,181
254,247,177
254,230,149
253,208,125
253,180,102
249,149,85
244,114,69
230,88,72
213,62,78
186,32,72
